證券代碼,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),報酬率％,週轉率％,市值(百萬元),本益比-TSE,股價淨值比-TSE,股利殖利率-TSE,現金股利率,1000張以上  (人數),1000張以上  (千股),1000張以上  (比率),ROE－綜合損益,ROA－綜合損益,常續性EPS,20日均價(元),60日均價(元),CAPM_Beta 三月,CAPM_Beta 一年,外資總投資股數,外資總投資比率%-TSE
6505 台塑化,2013/1/2,86,88,85.5,88,"2,462",2.3256,0.0258,"838,284",0,4.12,2.27,2.27,93,"9,260,339",97.21,1.39,0.64,0.39,86.48,84.85,1.2278,0.8563,"701,742",7.36
6505 台塑化,2013/1/3,88.5,88.5,87.1,88.5,"1,639",0.5682,0.0172,"843,047",0,4.15,2.26,2.26,93,9260339,97.21,1.39,0.64,0.39,86.54,84.8517,1.2163,0.8662,"702,415",7.37
6505 台塑化,2013/1/4,87.5,88,86.5,88,"2,318",-0.565,0.0243,"838,284",0,4.12,2.27,2.27,93,9260339,97.21,1.39,0.64,0.39,86.64,84.875,1.2173,0.8676,"702,924",7.37
6505 台塑化,2013/1/7,87.6,87.6,85.3,85.6,"3,119",-2.7273,0.0327,"815,422",0,4.01,2.34,2.34,93,9260339,97.21,1.39,0.64,0.39,86.635,84.87,1.2486,0.8756,"702,528",7.37
6505 台塑化,2013/1/8,85.6,85.9,83.5,84.5,"2,768",-1.285,0.0291,"804,943",0,3.96,2.37,2.37,93,9260339,97.21,1.39,0.64,0.39,86.6,84.8467,1.2864,0.8773,"701,330",7.36
6505 台塑化,2013/1/9,84,85.5,83.8,85.3,"1,540",0.9467,0.0162,"812,564",0,4,2.34,2.34,93,9260339,97.21,1.39,0.64,0.39,86.505,84.8383,1.313,0.8786,"702,024",7.36
6505 台塑化,2013/1/10,86,86.8,85,86,"2,806",0.8206,0.0295,"819,232",0,4.03,2.33,2.33,93,9260339,97.21,1.39,0.64,0.39,86.395,84.8433,1.306,0.87,"702,655",7.37
6505 台塑化,2013/1/11,86,87.2,85.9,87.2,"1,922",1.3953,0.0202,"830,663",0,4.09,2.29,2.29,93,9260339,97.21,1.39,0.64,0.39,86.33,84.8717,1.3302,0.8704,"702,872",7.37
6505 台塑化,2013/1/14,86.4,86.4,84.4,86.2,"1,524",-1.1468,0.016,"821,137",0,4.04,2.32,2.32,93,9260339,97.21,1.39,0.64,0.39,86.21,84.8917,1.3274,0.8705,"702,631",7.37
6505 台塑化,2013/1/15,86.2,86.2,85,85.6,"1,054",-0.6961,0.0111,"815,422",0,4.01,2.34,2.34,93,9260339,97.21,1.39,0.64,0.39,86.135,84.9133,1.3224,0.8705,"702,483",7.37
6505 台塑化,2013/1/16,86.3,86.3,83.2,83.2,"3,070",-2.8037,0.0322,"792,559",0,3.9,2.4,2.4,93,9260339,97.21,1.39,0.64,0.39,85.96,84.9183,1.3744,0.8643,"700,379",7.35
